Data for 500x500 matrix
id,width,height,value
4769,4,7,1
4770,7,3,4
4771,3,1,9
4772,1,9,9
4773,10,8,4
4774,7,7,8
4775,3,7,5
4776,4,4,4
4777,7,8,2
4778,7,2,10
4779,5,4,6
4780,5,2,7
4781,8,6,7
4782,1,1,1
4783,8,5,2
4784,3,6,2
4785,3,5,3
4786,5,4,3
4787,1,5,5
4788,10,8,9
4789,5,5,7
4790,2,10,8
4791,5,7,2
4792,1,6,7
4793,4,9,4
4794,8,10,5
4795,7,5,4
4796,6,9,6
4797,6,4,2
4798,4,6,10
4799,5,2,1
4800,7,1,4
4801,3,5,4
4802,8,8,9
4803,9,10,5
4804,9,4,6
4805,9,2,9
4806,9,2,2
4807,5,5,2
4808,9,1,3
4809,7,4,4
4810,2,7,8
4811,6,2,7
4812,2,3,4
4813,7,6,2
4814,1,1,4
4815,3,10,4
4816,2,10,9
4817,9,3,6
4818,9,10,10
4819,7,3,6
4820,1,8,4
4821,9,1,6
4822,10,4,8
4823,2,8,5
4824,9,6,1
4825,5,4,3
4826,3,2,8
4827,7,8,2
4828,1,10,9
4829,3,2,4
4830,2,6,5
4831,5,6,8
4832,1,6,4
4833,6,3,5
4834,2,7,9
4835,10,10,2
4836,5,8,3
4837,10,7,10
4838,5,2,2
4839,10,9,3
4840,2,2,8
4841,10,5,5
4842,3,10,3
4843,10,7,5
4844,10,8,8
4845,7,9,10
4846,9,3,7
4847,7,2,10
4848,6,7,6
4849,6,7,3
4850,4,5,4
4851,4,7,5
4852,5,8,4
4853,10,2,7
4854,3,1,4
4855,5,4,4
4856,2,10,3
4857,4,6,2
4858,6,4,2
4859,3,7,8
4860,4,1,1
4861,3,5,3
4862,6,1,8
4863,10,2,8
4864,7,4,2
4865,4,2,6
4866,9,4,3
4867,1,5,3
4868,1,6,9
4869,8,7,4
4870,7,9,10
4871,5,8,3
4872,2,6,2
4873,7,3,3
4874,2,8,8
4875,6,4,8
4876,1,1,8
4877,5,3,4
4878,9,3,7
4879,10,7,7
4880,5,6,9
4881,8,3,9
4882,6,8,8
4883,9,1,6
4884,7,3,6
4885,4,8,3
4886,3,5,3
4887,4,1,8
4888,9,2,5
4889,8,6,9
4890,3,10,7
4891,6,3,8
4892,9,8,10
4893,2,6,9
4894,5,1,8
4895,2,2,2
4896,3,8,1
4897,4,10,4
4898,8,2,6
4899,2,6,7
4900,4,1,6
4901,8,6,7
4902,10,5,5
4903,2,6,8
4904,3,10,10
4905,4,2,3
4906,10,7,6
4907,1,2,4
4908,9,2,10
4909,1,9,6
4910,10,5,10
4911,3,9,8
4912,5,6,1
4913,8,1,2
4914,8,2,2
4915,8,6,7
4916,3,5,5
4917,2,4,5
4918,6,9,7
4919,7,2,10
4920,6,9,6
4921,5,5,4
4922,8,9,8
4923,7,1,5
4924,10,9,4
4925,4,4,10
4926,8,4,6
4927,5,2,1
4928,1,6,10
4929,5,4,2
4930,4,8,3
4931,6,10,2
4932,5,10,2
4933,5,2,10
4934,4,1,1
4935,7,4,6
4936,3,7,4
4937,6,9,8
4938,8,1,4
4939,7,7,5
4940,5,4,2
4941,7,4,7
4942,5,4,5
4943,4,2,4
4944,7,3,9
4945,3,5,5
4946,1,3,7
4947,1,4,6
4948,4,10,9
4949,10,5,5
4950,9,3,4
4951,1,9,8
4952,4,9,10
4953,4,8,2
4954,9,8,7
4955,4,4,6
4956,10,1,6
4957,10,2,3
4958,1,8,10
4959,10,5,5
4960,3,3,4
4961,8,6,5
4962,3,2,2
4963,8,6,10
4964,2,1,7
4965,4,8,3
4966,3,10,2
4967,6,10,1
4968,4,6,6
4969,3,6,10
4970,1,9,4
4971,7,1,4
4972,5,8,8
4973,3,7,3
4974,8,7,6
4975,1,2,3
4976,8,3,10
4977,1,3,1
4978,8,8,8
4979,6,7,4
4980,9,7,6
4981,6,5,10
4982,8,10,5
4983,4,3,3
4984,5,6,5
4985,1,5,6
4986,7,9,7
4987,8,5,4
4988,4,9,2
4989,5,6,7
4990,7,2,10
4991,10,4,8
4992,10,7,8
4993,4,9,6
4994,2,9,10
4995,1,7,3
4996,9,3,10
4997,2,7,9
4998,5,5,5
4999,10,2,10
5000,7,4,8
5001,10,6,7
5002,3,1,1
5003,1,5,4
5004,5,1,5
5005,10,6,5
5006,3,8,7
5007,5,6,10
5008,2,9,5
5009,7,5,6
5010,7,2,5
5011,8,1,7
5012,5,5,2
5013,3,3,10
5014,2,7,10
5015,4,2,2
5016,8,6,2
5017,4,3,8
5018,7,4,8
5019,8,9,7
5020,9,2,1
5021,6,2,3
5022,9,5,9
5023,5,8,9
5024,8,7,6
5025,9,10,4
5026,2,6,3
5027,3,4,3
5028,5,9,4
5029,9,9,1
5030,8,6,1
5031,2,9,10
5032,2,3,8
5033,2,7,6
5034,2,8,5
5035,5,9,6
5036,8,6,3
5037,9,4,10
5038,5,1,4
5039,1,3,10
5040,5,8,1
5041,5,3,9
5042,6,4,4
5043,2,5,2
5044,2,4,5
5045,10,4,9
5046,5,10,2
5047,5,2,5
5048,2,8,1
5049,10,3,8
5050,8,4,8
5051,3,3,1
5052,1,1,1
5053,5,5,1
5054,6,7,4
5055,8,10,4
5056,2,9,5
5057,3,7,8
5058,9,8,10
5059,7,9,9
5060,4,7,7
5061,7,6,10
5062,4,8,2
5063,2,2,1
5064,1,10,7
5065,9,8,3
5066,9,7,1
5067,10,4,1
5068,10,7,3
5069,9,2,8
5070,10,4,1
5071,5,10,9
5072,8,5,3
5073,3,3,10
5074,6,7,2
5075,1,7,9
5076,10,9,9
5077,10,9,10
5078,3,1,7
5079,4,10,4
5080,3,7,7
5081,1,3,2
5082,4,6,3
5083,5,7,10
5084,5,8,1
5085,6,5,2
5086,9,2,1
5087,3,9,6
5088,7,4,1
5089,6,10,2
5090,3,7,9
5091,4,1,3
5092,9,2,8
5093,8,2,8
5094,1,9,6
5095,2,9,7
5096,1,4,5
5097,1,9,7
5098,3,3,3
5099,2,10,4
5100,3,6,7
5101,7,3,8
5102,3,10,9
5103,2,9,10
5104,8,8,3
5105,8,2,2
5106,7,8,8
5107,7,7,3
5108,6,2,2
5109,2,8,9
5110,2,3,7
5111,1,5,7
5112,10,7,3
5113,3,7,6
5114,6,2,2
5115,10,3,3
5116,6,8,2
5117,7,7,6
5118,3,9,8
5119,4,8,6
5120,2,10,1
5121,4,7,8
5122,9,9,7
5123,5,8,4
5124,10,4,10
5125,7,3,4
5126,2,10,5
5127,2,1,2
5128,1,10,3
5129,4,9,3
5130,1,4,8
5131,5,1,7
5132,4,1,2
5133,9,4,7
5134,9,10,5
5135,9,6,8
5136,2,1,5
5137,4,8,6
5138,5,5,4
5139,7,4,5
5140,3,2,2
5141,3,4,2
5142,4,10,8
5143,8,1,6
5144,10,5,7
5145,3,9,5
5146,10,1,4
5147,9,8,6
5148,10,1,10
5149,5,10,1
5150,3,2,4
5151,3,3,8
5152,6,7,3
5153,4,7,4
5154,3,8,8
5155,7,4,5
5156,4,8,10
5157,6,9,4
5158,9,5,8
5159,5,7,8
5160,2,8,3
5161,1,1,6
5162,10,5,2
5163,7,4,4
5164,7,9,2
5165,1,3,1
5166,10,9,6
5167,4,3,9
5168,8,2,6
5169,1,4,9
5170,5,10,8
5171,9,8,5
5172,10,3,7
5173,3,2,9
5174,3,8,3
5175,1,5,3
5176,9,5,10
5177,8,7,2
5178,2,1,10
5179,1,9,10
5180,2,10,5
5181,1,2,4
5182,2,1,7
5183,6,4,4
5184,7,3,6
5185,7,1,9
5186,6,8,10
5187,8,9,10
5188,2,10,5
5189,7,9,3
5190,6,8,4
5191,10,10,2
5192,2,7,8
5193,10,3,1
5194,6,5,3
5195,4,9,7
5196,9,9,1
5197,1,10,7
5198,7,7,5
5199,9,10,7
5200,6,5,5
5201,7,7,9
5202,8,7,10
5203,1,1,4
5204,8,10,4
5205,9,2,3
5206,6,4,3
5207,7,9,1
5208,9,10,9
5209,3,10,7
5210,5,5,6
5211,4,4,8
5212,7,8,3
5213,3,1,2
5214,9,3,10
5215,6,2,6
5216,3,10,5
5217,1,3,2
5218,5,1,6
5219,2,1,10
5220,9,5,2
5221,7,10,4
5222,5,9,6
5223,3,7,5
5224,9,10,8
5225,7,5,7
5226,8,7,9
5227,10,9,6
5228,4,9,7
5229,5,2,1
5230,7,6,4
5231,4,5,9
5232,10,4,6
5233,2,6,7
5234,3,3,10
5235,10,10,2
5236,4,3,4
5237,5,4,10
5238,7,8,4
5239,9,10,10
5240,4,8,8
5241,4,6,1
5242,3,10,8
5243,2,6,3
5244,4,1,5
5245,9,7,6
5246,5,5,1
5247,2,10,8
5248,7,2,7
5249,5,5,1
5250,10,9,10
5251,1,3,3
5252,4,3,7
5253,10,8,2
5254,7,4,10
5255,9,10,6
5256,10,7,4
5257,2,9,6
5258,10,9,8
5259,10,3,5
5260,6,2,5
5261,9,2,4
5262,5,2,7
5263,9,6,1
5264,10,9,6
5265,2,3,1
5266,6,10,5
5267,2,4,3
5268,10,3,2
5269,1,10,8
5270,7,9,8
5271,3,7,8
5272,9,3,10
5273,1,1,5
5274,5,6,8
5275,4,5,1
5276,8,2,4
5277,7,7,7
5278,10,10,8
5279,8,5,10
5280,2,2,7
5281,7,8,9
5282,4,3,2
5283,7,5,9
5284,9,7,7
5285,10,10,4
5286,1,2,4
5287,9,7,4
5288,6,2,6
5289,1,4,9
5290,6,8,6
5291,3,5,9
5292,2,8,6
5293,6,3,8
5294,7,6,10
5295,1,2,9
5296,1,1,2
5297,8,2,2
5298,7,4,4
5299,9,4,4
5300,2,8,8
5301,5,2,9
5302,8,5,4
5303,4,9,6
5304,3,6,1
5305,8,10,5
5306,6,8,8
5307,6,3,5
5308,10,2,5
5309,8,3,10
5310,9,6,3
5311,4,3,9
5312,8,9,5
5313,7,10,10
5314,7,8,2
5315,4,6,6
5316,6,6,8
5317,6,9,2
5318,5,2,10
5319,2,10,9
5320,10,7,6
5321,4,2,5
5322,7,4,3
5323,5,8,7
5324,1,4,1
5325,3,6,9
5326,5,9,2
5327,3,2,4
5328,2,7,7
5329,6,6,8
5330,7,8,5
5331,5,10,1
5332,3,1,7
5333,5,2,9
5334,8,4,9
5335,1,1,6
5336,2,5,5
5337,9,2,7
5338,4,5,3
5339,9,1,7
5340,2,1,6
5341,1,8,3
5342,9,9,8
5343,9,3,9
5344,2,2,9
5345,9,7,8
5346,1,10,10
5347,1,7,2
5348,5,8,6
5349,10,6,3
5350,4,10,7
5351,3,7,9
5352,9,8,7
5353,5,3,3
5354,7,10,6
5355,8,7,3
5356,4,7,8
5357,6,9,2
5358,2,1,2
5359,9,7,3
5360,9,6,7
5361,3,8,8
5362,7,5,7
5363,9,1,2
5364,3,2,8
5365,6,5,5
5366,2,10,2
5367,7,7,1
5368,5,8,7
5369,1,2,4
5370,7,5,2
5371,9,3,2
5372,5,7,4
5373,7,6,10
5374,10,8,5
5375,6,9,1
5376,4,8,5
5377,10,6,2
5378,10,4,5
5379,6,6,1
5380,3,5,5
5381,6,6,9
5382,2,4,6
5383,9,5,8
5384,3,8,4
5385,2,10,4
5386,5,1,4
5387,10,2,6
5388,8,10,3
5389,2,7,3
5390,10,6,2
5391,6,5,4
5392,4,1,6
5393,1,3,4
5394,8,6,7
5395,5,5,4
5396,2,5,3
5397,3,3,9
5398,3,4,8
5399,10,6,4
5400,10,10,4
5401,1,4,3
5402,9,8,7
5403,4,6,10
5404,9,5,8
5405,5,1,8
5406,7,7,6
5407,7,9,2
5408,5,1,6
5409,6,2,4
5410,4,5,7
5411,8,2,5
5412,8,9,9
5413,1,3,2
5414,2,8,2
5415,3,9,8
5416,1,6,6
5417,8,2,1
5418,7,6,6
5419,8,3,5
5420,1,7,1
5421,5,3,1
5422,6,7,10
5423,7,2,8
5424,8,4,8
5425,4,9,10
5426,3,4,2
5427,1,4,5
5428,3,9,7
5429,2,10,4
5430,2,1,6
5431,8,3,8
5432,6,1,7
5433,5,10,8
5434,7,2,10
5435,8,7,4
5436,7,4,10
5437,2,5,8
5438,2,9,6
5439,1,7,2
5440,4,4,5
5441,2,10,3
5442,3,9,5
5443,3,6,10
5444,3,2,7
5445,6,8,6
5446,7,10,6
5447,6,9,4
5448,3,7,10
5449,5,8,8
5450,9,5,3
5451,9,9,5
5452,3,7,10
5453,10,6,10
5454,10,9,1
5455,8,3,2
5456,10,9,3
5457,3,6,4
5458,4,8,5
5459,4,6,2
5460,2,9,4
5461,2,10,9
5462,5,3,2
5463,7,2,10
5464,8,3,7
5465,1,7,3
5466,9,1,6
5467,6,7,5
5468,4,2,10
5469,8,4,2
5470,1,9,10
5471,1,9,4
5472,9,4,8
5473,10,7,5
5474,3,3,4
5475,3,6,6
5476,5,6,7
5477,1,9,5
5478,9,8,6
5479,10,2,6
5480,6,3,4
5481,1,6,8
5482,1,7,9
5483,7,4,7
5484,8,7,7
5485,2,2,8
5486,5,3,2
5487,7,1,7
5488,8,5,6
5489,8,9,9
5490,5,3,6
5491,6,3,4
5492,7,6,3
5493,4,9,7
5494,10,5,7
5495,7,7,3
5496,9,10,10
5497,3,5,1
5498,3,3,3
5499,1,5,9
5500,6,9,4
5501,6,7,8
5502,8,7,9
5503,5,9,4
5504,1,1,1
5505,4,8,1
5506,4,9,2
5507,8,1,2
5508,8,5,8
5509,5,10,2
5510,10,10,9
5511,3,4,10
5512,10,7,6
5513,9,8,5
5514,6,10,1
5515,1,4,8
5516,10,7,7
5517,4,9,8
5518,6,4,9
5519,10,9,4
5520,7,2,6
5521,5,3,10
5522,5,2,5
5523,6,3,10
5524,6,7,10
5525,6,2,4
5526,8,8,5
5527,8,3,9
5528,6,3,7
5529,7,9,6
5530,9,8,5
5531,1,2,3
5532,3,1,4
5533,10,6,3
5534,4,10,3
5535,9,6,2
5536,3,6,9
5537,10,3,5
5538,6,10,6
5539,9,7,5
5540,5,7,3
5541,7,10,1
5542,4,8,1
5543,1,4,6
5544,5,1,3
5545,9,6,4
5546,6,9,8
5547,6,10,8
5548,9,5,6
5549,6,1,9
5550,10,2,6
5551,6,4,8
5552,5,1,2
5553,9,6,9
5554,3,10,6
5555,4,9,1
5556,7,6,2
5557,4,6,8
5558,1,10,5
5559,3,8,9
5560,5,10,4
5561,4,9,10
5562,9,3,6
5563,8,7,9
5564,5,3,10
5565,6,10,7
5566,6,9,2
5567,5,10,1
5568,5,7,10
5569,8,8,10
5570,5,8,8
5571,9,2,3
5572,2,6,4
5573,4,8,5
5574,6,2,7
5575,9,5,1
5576,6,10,6
5577,10,1,9
5578,7,2,10
5579,3,6,3
5580,10,8,3
5581,4,5,4
5582,8,2,5
5583,9,10,9
5584,2,7,5
5585,2,5,5
5586,7,4,9
5587,1,6,4
5588,6,5,6
5589,4,5,3
5590,2,2,5
5591,7,6,2
5592,9,9,5
5593,7,7,3
5594,7,3,6
5595,5,7,9
5596,10,6,5
5597,2,8,3
5598,1,10,8
5599,4,7,10
5600,2,10,3
5601,9,9,6
5602,9,9,9
5603,7,8,7
5604,6,3,6
5605,9,2,10
5606,7,3,2
5607,2,4,9
5608,7,10,8
5609,10,6,10
5610,4,4,5
5611,2,7,1
5612,8,8,3
5613,9,3,4
5614,3,6,5
5615,4,9,5
5616,3,10,5
5617,9,7,1
5618,8,5,10
5619,1,10,5
5620,3,1,8
5621,1,2,5
5622,1,8,8
5623,7,10,9
5624,10,10,7
5625,8,9,5
5626,3,2,10
5627,10,2,2
5628,6,4,3
5629,1,8,1
5630,7,5,6
5631,2,8,5
5632,4,2,4
5633,2,9,7
5634,2,3,10
5635,5,3,3
5636,9,1,1
5637,2,1,7
5638,6,2,6
5639,9,6,9
5640,10,5,1
5641,4,10,2
5642,9,2,6
5643,8,4,5
5644,5,1,1
5645,6,4,9
5646,10,7,3
5647,1,6,3
5648,3,9,6
5649,8,6,4
5650,6,4,2
5651,9,4,6
5652,8,5,3
5653,2,2,2
5654,4,7,4
5655,4,7,5
5656,3,10,9
5657,4,4,5
5658,9,9,1
5659,7,7,2
5660,8,5,9
5661,9,4,8
5662,4,10,3
5663,4,4,6
5664,2,9,7
5665,9,6,5
5666,3,5,9
5667,4,4,7
5668,9,2,5
5669,5,6,3
5670,6,3,8
5671,2,5,5
5672,10,8,4
5673,5,10,8
5674,7,6,7
5675,8,7,3
5676,3,3,4
5677,6,5,3
5678,2,5,10
5679,6,4,1
5680,4,5,10
5681,2,7,2
5682,9,6,2
5683,1,3,7
5684,5,8,6
5685,8,2,9
5686,9,2,1
5687,8,3,5
5688,8,5,4
5689,6,10,3
5690,9,9,10
5691,8,7,5
5692,5,3,7
5693,9,3,5
5694,1,9,9
5695,9,9,8
5696,8,6,9
5697,1,3,10
5698,3,8,6
5699,9,9,1
5700,8,9,7
5701,1,7,3
5702,10,1,4
5703,3,9,8
5704,2,6,6
5705,6,1,9
5706,6,3,6
5707,9,10,7
5708,9,2,6
5709,5,10,8
5710,6,10,5
5711,2,10,7
5712,8,4,9
5713,4,5,1
5714,10,7,2
5715,6,9,1
5716,9,10,7
5717,9,8,6
5718,1,4,10
5719,8,6,8
5720,7,3,4
5721,2,3,2
5722,7,8,6
5723,8,2,4
5724,8,8,2
5725,7,4,1
5726,5,8,4
5727,1,8,10
5728,6,6,7
5729,9,4,8
5730,2,6,2
5731,9,6,1
5732,6,2,1
5733,5,1,2
5734,1,10,10
5735,10,2,2
5736,6,6,1
5737,1,4,2
5738,4,10,1
5739,3,7,4
5740,8,2,4
5741,2,5,6
5742,10,3,4
5743,9,8,2
5744,4,4,5
5745,8,1,3
5746,3,5,3
5747,7,2,2
5748,1,7,4
5749,7,10,5
5750,10,5,5
5751,1,7,8
5752,3,1,6
5753,7,2,1
5754,10,6,7
5755,1,1,4
5756,5,7,5
5757,8,3,5
5758,2,7,9
5759,10,8,5
5760,7,2,6
5761,9,2,3
5762,9,2,10
5763,2,9,3
5764,10,8,1
5765,9,10,6
5766,9,2,8
5767,9,8,1
5768,6,3,6
5769,6,5,3
5770,8,3,10
5771,1,8,5
5772,6,9,4
5773,2,1,3
5774,1,10,5
5775,8,1,7
5776,2,10,2
5777,6,7,3
5778,8,3,6
5779,5,9,9
5780,7,7,7
5781,7,2,8
5782,10,1,6
5783,5,4,4
5784,8,6,3
5785,10,7,7
5786,5,5,4
5787,10,2,7
5788,2,1,1
5789,2,1,7
5790,3,4,10
5791,6,1,7
5792,5,8,6
5793,4,6,9
5794,6,6,3
5795,3,5,3
5796,10,10,9
5797,2,3,6
5798,10,7,4
5799,2,6,5
5800,6,3,6
5801,9,7,10
5802,5,8,10
5803,5,4,3
5804,2,9,5
5805,3,8,6
5806,1,7,8
5807,10,9,4
5808,6,7,4
5809,5,7,7
5810,7,8,6
5811,7,5,5
5812,7,6,4
5813,2,3,1
5814,9,3,3
5815,5,2,9
5816,5,8,4
5817,6,8,7
5818,5,1,9
5819,9,6,3
5820,7,6,6
5821,7,4,5
5822,2,2,3
5823,1,3,7
5824,3,8,9
5825,6,8,9
5826,1,1,7
5827,5,8,3
5828,3,3,6
5829,9,1,10
5830,5,7,2
5831,9,8,1
5832,2,7,9
5833,10,2,2
5834,8,7,1
5835,1,6,4
5836,2,4,5
5837,6,9,9
5838,9,7,4
5839,6,9,6
5840,5,1,2
5841,7,5,5
5842,8,8,3
5843,3,9,5
5844,7,3,1
5845,4,8,3
5846,3,3,10
5847,10,1,5
5848,9,8,4
5849,10,8,2
5850,10,7,10
5851,1,6,5
5852,10,3,6
5853,10,9,10
5854,2,9,7
5855,7,1,1
5856,9,10,2
5857,7,2,10
5858,2,3,6
5859,4,5,1
5860,5,8,1
5861,9,4,7
5862,4,1,3
5863,9,9,2
5864,2,1,5
5865,8,1,2
5866,3,9,5
5867,8,9,9
5868,6,8,4
5869,5,1,8
5870,5,10,5
5871,10,1,4
5872,1,7,3
5873,6,1,1
5874,7,9,1
5875,8,4,7
5876,7,9,6
5877,1,5,4
5878,9,4,10
5879,9,1,9
5880,8,10,2
5881,7,9,10
5882,3,7,5
5883,5,8,7
5884,6,4,10
5885,10,7,9
5886,3,10,4
5887,3,9,2
5888,4,1,7
5889,8,8,2
5890,2,7,2
5891,10,10,3
5892,5,4,9
5893,10,7,7
5894,2,8,6
5895,9,3,5
5896,4,3,2
5897,8,5,10
5898,7,7,9
5899,1,6,5
5900,6,9,2
5901,5,7,7
5902,5,4,6
5903,1,4,10
5904,8,9,7
5905,1,5,9
5906,9,8,6
5907,8,1,3
5908,2,2,6
5909,1,8,2
5910,5,2,10
5911,4,6,3
5912,5,10,7
5913,9,7,8
5914,3,6,1
5915,1,2,4
5916,8,5,4
5917,4,10,8
5918,7,8,3
5919,6,4,10
5920,1,1,10
5921,6,3,5
5922,7,9,7
5923,9,10,4
5924,2,9,3
5925,4,10,9
5926,3,4,5
5927,5,8,4
5928,9,7,10
5929,4,6,2
5930,8,1,3
5931,2,8,1
5932,8,2,5
5933,4,6,1
5934,2,3,4
5935,3,9,8
5936,9,9,2
5937,4,3,2
5938,8,1,5
5939,1,2,8
5940,8,6,3
5941,1,8,7
5942,7,6,9
5943,6,5,8
5944,6,1,1
5945,1,6,10
5946,10,6,10
5947,6,10,10
5948,5,1,10
5949,1,7,9
5950,8,7,4
5951,10,7,5
5952,9,9,6
5953,6,5,9
5954,8,10,3
5955,1,9,2
5956,8,5,5
5957,5,1,8
5958,7,2,2
5959,7,3,8
5960,9,1,9
5961,4,1,10
5962,1,3,6
5963,7,8,2
5964,6,6,4
5965,8,5,1
5966,5,2,9
5967,8,9,5
5968,10,6,7
5969,7,3,10
5970,10,10,8
5971,5,1,2
5972,7,1,5
5973,9,7,9
5974,4,3,2
5975,8,1,1
5976,5,5,7
5977,8,1,5
5978,4,2,9
5979,9,9,1
5980,5,8,1
5981,10,8,2
5982,10,10,5
5983,9,9,3
5984,1,9,7
5985,5,10,6
5986,2,6,6
5987,1,7,6
5988,10,2,3
5989,3,1,8
5990,7,5,8
5991,8,6,5
5992,7,3,8
5993,1,9,9
5994,3,7,10
5995,9,7,7
5996,6,2,2
5997,4,2,2
5998,3,3,7
5999,8,8,2
6000,9,8,9
6001,2,3,5
6002,10,6,10
6003,10,7,7
6004,9,5,9
6005,3,8,1
6006,7,7,6
6007,2,2,4
6008,9,1,4
6009,7,8,8
6010,5,1,8
6011,1,4,9
6012,3,2,6
6013,8,8,8
6014,5,5,8
6015,5,6,5
6016,8,6,6
6017,5,2,6
6018,2,7,3
6019,7,10,9
6020,4,8,3
6021,8,2,5
6022,3,7,6
6023,4,4,9
6024,5,4,5
6025,8,10,1
6026,8,5,9
6027,8,6,9
6028,3,1,4
6029,8,9,8
6030,6,8,4
6031,2,2,8
6032,6,3,2
6033,8,8,8
6034,5,3,3
6035,6,2,2
6036,4,5,8
6037,3,3,2
6038,1,9,4
6039,6,7,1
6040,7,6,2
6041,6,5,4
6042,4,7,9
6043,6,6,6
6044,7,5,3
6045,2,8,1
6046,5,2,3
6047,4,7,8
6048,1,1,4
6049,5,8,6
6050,6,4,2
6051,6,5,10
6052,6,10,1
6053,6,9,6
6054,6,3,9
6055,1,4,5
6056,5,7,6
6057,8,5,6
6058,1,10,7
6059,4,6,1
6060,6,2,10
6061,5,3,2
6062,2,1,10
6063,4,4,3
6064,9,7,7
6065,5,8,10
6066,4,5,5
6067,1,9,10
6068,2,7,7
6069,7,3,3
6070,9,9,4
6071,6,10,6
6072,10,8,8
6073,3,2,6
6074,7,8,5
6075,6,9,1
6076,8,9,2
6077,10,7,9
6078,3,5,10
6079,7,6,5
6080,4,8,4
6081,8,3,1
6082,7,10,6
6083,1,6,4
6084,9,5,5
6085,4,9,1
6086,6,7,3
6087,6,3,3
6088,8,4,4
6089,10,9,5
6090,10,10,1
6091,10,1,3
6092,9,10,7
6093,9,2,10
6094,5,10,9
6095,5,8,2
6096,8,6,10
6097,3,9,9
6098,6,7,5
6099,7,7,5
6100,5,4,5
6101,10,7,7
6102,10,7,8
6103,5,6,6
6104,1,9,2
6105,4,1,1
6106,5,2,10
6107,9,2,6
6108,8,8,7
6109,7,7,3
6110,4,9,1
6111,7,3,10
6112,10,3,3
6113,1,3,7
6114,2,7,4
6115,10,8,7
6116,6,3,4
6117,1,4,6
6118,3,9,6
6119,8,3,9
6120,6,7,9
6121,7,6,1
6122,8,6,7
6123,2,10,5
6124,6,9,9
6125,9,9,4
6126,6,8,8
6127,10,9,4
6128,1,2,4
6129,1,8,7
6130,3,5,6
6131,5,1,10
6132,1,9,7
6133,3,2,4
6134,2,8,9
6135,3,5,3
6136,8,9,10
6137,1,9,5
6138,9,3,6
6139,6,8,8
6140,5,3,8
6141,3,7,9
6142,6,4,6
6143,7,1,6
6144,9,6,2
6145,6,10,3
6146,3,3,9
6147,4,1,4
6148,6,5,8
6149,4,8,9
6150,2,3,8
6151,1,9,3
6152,1,3,9
6153,3,7,4
6154,9,10,5
6155,3,3,9
6156,6,10,6
6157,9,8,9
6158,5,1,6
6159,9,8,6
6160,5,2,9
6161,6,10,7
6162,2,5,9
6163,2,9,3
6164,8,8,8
6165,3,3,10
6166,8,9,6
6167,3,8,1
6168,4,8,7
6169,3,10,10
6170,8,10,6
6171,9,4,7
6172,9,6,7
6173,5,4,1
6174,3,10,6
6175,5,7,2
6176,7,1,7
6177,8,9,10
6178,2,6,2
6179,3,5,5
6180,3,4,7
6181,3,6,3
6182,9,2,10
6183,2,1,2
6184,4,4,3
6185,6,4,1
6186,10,2,10
6187,7,7,7
6188,6,9,7
6189,3,6,1
6190,4,5,9
6191,6,2,1
6192,1,7,6
6193,2,2,6
6194,4,10,4
6195,8,6,3
6196,1,10,8
6197,4,9,4
6198,4,7,5
6199,6,8,5
6200,2,2,3
6201,7,7,8
6202,7,10,10
6203,8,9,8
6204,3,10,9
6205,10,6,3
6206,2,6,8
6207,2,10,10
6208,1,5,6
6209,4,10,5
6210,7,8,2
6211,7,6,10
6212,7,8,3
6213,8,1,4
6214,8,7,4
6215,10,2,4
6216,7,10,7
6217,10,1,4
6218,1,6,7
6219,10,1,7
6220,9,2,2
6221,9,9,3
6222,4,1,7
6223,9,3,9
6224,5,6,2
6225,1,2,10
6226,3,2,4
6227,7,7,2
6228,1,4,2
6229,6,3,7
6230,8,4,3
6231,2,6,9
6232,8,9,3
6233,8,7,9
6234,6,4,4
6235,10,4,8
6236,7,10,1
6237,7,10,7
6238,8,4,5
6239,1,8,2
6240,9,6,5
6241,8,3,8
6242,7,3,10
6243,9,6,10
6244,1,2,10
6245,8,5,3
6246,9,2,2
6247,6,9,5
6248,2,9,8
6249,2,3,1
6250,8,9,2
6251,6,7,1
6252,7,3,8
6253,6,5,1
6254,7,10,7
6255,4,5,5
6256,10,9,9
6257,8,5,1
6258,6,4,7
6259,9,4,1
6260,2,8,1
6261,4,5,9
6262,6,10,3
6263,3,9,5
6264,5,3,1
6265,1,6,10
6266,8,8,10
6267,8,9,1
6268,4,10,5
6269,7,5,3
6270,10,6,10
6271,4,10,4
6272,6,9,5
6273,6,8,9
6274,5,5,6
6275,10,1,10
6276,6,2,9
6277,6,8,4
6278,2,7,6
6279,3,6,2
6280,2,3,4
6281,1,2,1
6282,10,2,3
6283,6,2,8
6284,4,8,7
6285,5,9,5
6286,5,2,8
6287,7,4,2
6288,5,6,1
6289,7,2,9
6290,7,1,2
6291,4,2,1
6292,5,8,4
6293,4,7,10
6294,8,2,4
6295,7,9,3
6296,8,7,9
6297,7,7,2
6298,9,3,3
6299,3,9,1
6300,4,10,2
6301,5,8,6
6302,1,4,6
6303,3,5,4
6304,1,3,6
6305,3,2,6
6306,6,5,8
6307,3,10,9
6308,4,3,10
6309,1,10,3
6310,6,3,6
6311,6,8,6
6312,6,9,9
6313,6,5,2
6314,5,3,8
6315,5,2,2
6316,8,1,7
6317,3,6,5
6318,7,2,7
6319,1,7,2
6320,6,1,5
6321,7,5,4
